id,avatarUrl,firstName,lastName,height,weight,overallRating,homeTown,homeState,redShirtStatus,jerseyNum,schoolYear,stats_acceleration_value,stats_acceleration_diff,stats_agility_value,stats_agility_diff,stats_jumping_value,stats_jumping_diff,stats_stamina_value,stats_stamina_diff,stats_strength_value,stats_strength_diff,stats_awareness_value,stats_awareness_diff,stats_bCVision_value,stats_bCVision_diff,stats_blockShedding_value,stats_blockShedding_diff,stats_breakSack_value,stats_breakSack_diff,stats_breakTackle_value,stats_breakTackle_diff,stats_carrying_value,stats_carrying_diff,stats_catchInTraffic_value,stats_catchInTraffic_diff,stats_catching_value,stats_catching_diff,stats_changeOfDirection_value,stats_changeOfDirection_diff,stats_deepRouteRunning_value,stats_deepRouteRunning_diff,stats_finesseMoves_value,stats_finesseMoves_diff,stats_hitPower_value,stats_hitPower_diff,stats_impactBlocking_value,stats_impactBlocking_diff,stats_injury_value,stats_injury_diff,stats_jukeMove_value,stats_jukeMove_diff,stats_kickAccuracy_value,stats_kickAccuracy_diff,stats_kickPower_value,stats_kickPower_diff,stats_kickReturn_value,stats_kickReturn_diff,stats_leadBlock_value,stats_leadBlock_diff,stats_manCoverage_value,stats_manCoverage_diff,stats_mediumRouteRunning_value,stats_mediumRouteRunning_diff,stats_overall_value,stats_overall_diff,stats_passBlock_value,stats_passBlock_diff,stats_passBlockFinesse_value,stats_passBlockFinesse_diff,stats_passBlockPower_value,stats_passBlockPower_diff,stats_playAction_value,stats_playAction_diff,stats_playRecognition_value,stats_playRecognition_diff,stats_powerMoves_value,stats_powerMoves_diff,stats_press_value,stats_press_diff,stats_pursuit_value,stats_pursuit_diff,stats_runBlock_value,stats_runBlock_diff,stats_runBlockFinesse_value,stats_runBlockFinesse_diff,stats_runBlockPower_value,stats_runBlockPower_diff,stats_runningStyle_value,stats_runningStyle_diff,stats_shortRouteRunning_value,stats_shortRouteRunning_diff,stats_spectacularCatch_value,stats_spectacularCatch_diff,stats_speed_value,stats_speed_diff,stats_spinMove_value,stats_spinMove_diff,stats_stiffArm_value,stats_stiffArm_diff,stats_tackle_value,stats_tackle_diff,stats_throwAccuracyDeep_value,stats_throwAccuracyDeep_diff,stats_throwAccuracyMid_value,stats_throwAccuracyMid_diff,stats_throwAccuracyShort_value,stats_throwAccuracyShort_diff,stats_throwOnTheRun_value,stats_throwOnTheRun_diff,stats_throwPower_value,stats_throwPower_diff,stats_throwUnderPressure_value,stats_throwUnderPressure_diff,stats_toughness_value,stats_toughness_diff,stats_trucking_value,stats_trucking_diff,stats_zoneCoverage_value,stats_zoneCoverage_diff,conference_id,conference_label,conference_imageUrl,team_id,team_label,team_imageUrl,team_isPopular,position_id,position_shortLabel,position_label,position_positionType_id,position_positionType_name,iteration_id,iteration_label
23902,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/59.png?im=FaceCrop,padding=0.7",Ahmad,Hardy,70,46,95,Oma,Mississippi,Eligible,29,Sophomore,96,0,96,0,88,0,97,0,75,0,84,0,92,0,37,0,49,0,96,0,83,0,65,0,63,0,97,0,55,0,27,0,36,0,52,0,94,0,93,0,29,0,32,0,75,0,45,0,50,0,59,0,95,0,57,0,54,0,55,0,26,0,59,0,29,0,40,0,32,0,45,0,43,0,44,0,0,0,65,0,62,0,91,0,91,0,87,0,36,0,33,0,37,0,33,0,39,0,35,0,31,0,95,0,77,0,68,0,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,59,Missouri,https://drop-assets.ea.com/images/5RtBgdfJvRGi7s2zECGwFS/0c03c9987c80af9965358e0b675d8b03/Missouri.png,False,HB,HB,Halfback,offense,Offense,cfb-26-national-championship,National Championship
8169,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/96.png?im=FaceCrop,padding=0.7",Anthony,Hill Jr.,75,78,95,Denton,Texas,Eligible,0,Junior,93,0,88,0,91,0,92,0,84,0,90,0,54,0,85,0,55,0,46,0,67,0,51,0,70,0,85,0,40,0,79,0,97,0,82,0,95,0,70,0,32,0,30,0,55,0,55,0,73,0,45,0,95,0,50,0,47,0,48,0,36,0,92,0,79,0,67,0,93,0,55,0,54,0,54,0,0,0,45,0,61,0,92,0,64,0,65,0,94,0,34,0,43,0,44,0,45,0,52,0,36,0,97,0,66,0,80,0,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,96,Texas,https://drop-assets.ea.com/images/3PJCtK6Y8gWZn112nKGmBD/1c41d6f38e19875daff336a35fd65265/Texas.png,False,MLB,MIKE,Mike Backer,defense,Defense,cfb-26-national-championship,National Championship
10261,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/38.png?im=FaceCrop,padding=0.7",D'Angelo,Ponds,69,13,95,Miami,Florida,Eligible,5,Junior,96,1,97,2,96,0,97,0,55,2,95,0,81,0,45,2,31,0,75,0,62,0,54,0,75,0,95,0,35,0,32,0,69,3,45,0,90,0,87,0,22,0,24,0,74,0,35,0,88,3,40,0,95,1,31,0,28,0,29,0,44,0,95,1,25,0,75,0,82,0,25,0,25,0,26,0,0,0,42,0,57,0,94,0,81,0,30,0,73,1,11,0,35,0,18,0,15,0,33,0,21,0,81,0,29,0,96,1,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,38,Indiana,https://drop-assets.ea.com/images/4toZEtAPrEnU1X3Dqwbh93/68d698b574fe80c91a0946d56fa29da5/Indiana.png,False,CB,CB,Cornerback,defense,Defense,cfb-26-national-championship,National Championship
22483,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/77.png?im=FaceCrop,padding=0.7",Dillon,Thieneman,72,45,95,Westfield,Indiana,Eligible,31,Junior,92,0,88,0,87,0,96,0,75,0,93,0,74,0,73,0,47,0,46,0,33,0,66,0,81,0,87,0,30,0,55,0,89,0,74,0,94,0,73,0,24,0,42,0,50,0,57,0,85,0,34,0,95,0,65,0,63,0,54,0,28,0,92,0,50,0,77,0,95,0,52,0,54,0,68,0,0,0,34,0,70,0,91,0,67,0,60,0,86,0,26,0,32,0,14,0,36,0,11,0,36,0,92,0,63,0,83,0,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,77,Oregon,https://drop-assets.ea.com/images/73d1889HUnLCQJxRhI72lR/31a586ed1836b72aacd5a5aee3f7fda2/Oregon.png,False,SS,SS,Strong Safety,defense,Defense,cfb-26-national-championship,National Championship
23175,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/52.png?im=FaceCrop,padding=0.7",Francis,Mauigoa,78,175,95,Ili'ili,Non-US,Eligible,61,Junior,85,0,76,0,75,0,93,0,96,0,96,0,44,0,57,0,38,0,44,0,53,0,30,0,33,0,59,0,31,0,39,0,61,0,99,0,97,0,29,0,25,0,29,0,25,0,95,0,33,0,29,0,95,0,95,0,89,0,97,0,27,0,44,0,61,0,32,0,35,0,89,0,91,0,87,0,0,0,33,0,32,0,78,0,33,0,42,0,45,0,34,0,17,0,33,0,25,0,32,0,22,0,94,0,44,0,35,0,ACC,ACC,https://drop-assets.ea.com/images/63IBTgQo7jjk0Ny2g71yxn/0210a2f5caa5dd6da384ef7975aa7224/ACC.png,52,Miami,https://drop-assets.ea.com/images/4cmIyUOVj1BdzyI08TJuTV/09d58d278cc60608c23a8894a74b5c50/Miami.png,False,RT,RT,Right Tackle,offense,Offense,cfb-26-national-championship,National Championship
23134,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/110.png?im=FaceCrop,padding=0.7",Makai,Lemon,71,35,95,Los Alamitos,California,Previous,6,Junior,94,0,93,0,92,0,90,0,64,0,91,0,93,0,42,0,59,0,87,0,75,0,94,0,96,0,91,0,94,0,47,0,55,0,61,0,92,0,89,0,29,0,30,0,90,0,55,0,63,0,97,0,95,0,50,0,48,0,52,0,44,0,55,0,49,0,55,0,39,0,62,0,56,0,58,0,0,0,95,0,95,0,91,0,87,0,58,0,45,0,54,0,55,0,58,0,55,0,62,0,37,0,89,0,55,0,60,0,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,110,USC,https://drop-assets.ea.com/images/5ec2RUhudUnpOplKiSpQbA/b62f980da4d2353fda091562eb6f898c/USC.png,False,WR,WR,Wide Receiver,offense,Offense,cfb-26-national-championship,National Championship
10516,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/48.png?im=FaceCrop,padding=0.7",Mansoor,Delane,72,30,95,Silver Spring,Maryland,Eligible,4,Senior,93,0,94,0,94,0,93,0,59,0,97,0,70,0,55,0,36,0,63,0,52,0,67,0,81,0,93,0,32,0,43,0,73,0,61,0,91,0,70,0,24,0,32,0,53,0,57,0,96,0,35,0,95,0,61,0,61,0,52,0,30,0,97,0,38,0,90,0,84,0,54,0,54,0,61,0,0,0,33,0,69,0,90,0,65,0,48,0,70,0,37,0,36,0,21,0,36,0,30,0,30,0,87,0,45,0,94,0,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,48,LSU,https://drop-assets.ea.com/images/1MaGgfinx2iUlAcy7kQyCR/32691ceece5cf069882d2c7329f6b228/LSU.png,False,CB,CB,Cornerback,defense,Defense,cfb-26-national-championship,National Championship
5770,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/52.png?im=FaceCrop,padding=0.7",Mark,Fletcher Jr.,74,65,95,Fort Lauderdale,Florida,Eligible,4,Junior,91,0,86,0,87,0,92,0,84,2,92,0,93,0,51,0,37,0,90,1,89,2,65,0,68,0,86,0,56,0,45,0,70,0,57,0,89,0,88,0,39,0,43,0,76,0,46,0,37,0,64,0,95,2,60,0,55,0,59,0,45,0,52,0,46,0,37,0,52,0,51,0,40,0,40,0,0,0,70,0,66,0,90,0,84,0,92,1,62,0,33,0,37,0,20,0,37,0,15,0,47,0,97,0,95,2,41,0,ACC,ACC,https://drop-assets.ea.com/images/63IBTgQo7jjk0Ny2g71yxn/0210a2f5caa5dd6da384ef7975aa7224/ACC.png,52,Miami,https://drop-assets.ea.com/images/4cmIyUOVj1BdzyI08TJuTV/09d58d278cc60608c23a8894a74b5c50/Miami.png,False,HB,HB,Halfback,offense,Offense,cfb-26-national-championship,National Championship
23578,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/20.png?im=FaceCrop,padding=0.7",Peter,Woods,75,150,95,Alabaster,Alabama,Eligible,11,Junior,87,0,76,0,81,0,84,0,95,0,88,0,52,0,95,0,35,0,58,0,65,0,37,0,44,0,65,0,37,0,78,0,92,0,94,0,92,0,40,0,24,0,26,0,25,0,57,0,30,0,33,0,95,0,51,0,50,0,54,0,44,0,91,0,91,0,40,0,94,0,57,0,53,0,59,0,0,0,33,0,36,0,77,0,35,0,66,0,90,0,16,0,34,0,10,0,24,0,31,0,22,0,95,0,75,0,32,0,ACC,ACC,https://drop-assets.ea.com/images/63IBTgQo7jjk0Ny2g71yxn/0210a2f5caa5dd6da384ef7975aa7224/ACC.png,20,Clemson,https://drop-assets.ea.com/images/Hdi1J4jV9KOKMUekOmWRi/26d6376da376f469011ca707d4903cd4/Clemson.png,False,DT,DT,Defensive Tackle,defense,Defense,cfb-26-national-championship,National Championship
20276,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/20.png?im=FaceCrop,padding=0.7",T.J.,Parker,75,100,95,Phenix City,Alabama,Eligible,3,Junior,91,0,82,0,85,0,88,0,88,0,95,0,52,0,85,0,42,0,34,0,55,0,38,0,48,0,74,0,41,0,87,0,94,0,85,0,95,0,60,0,24,0,26,0,45,0,45,0,54,0,39,0,95,0,40,0,40,0,40,0,37,0,97,0,97,0,52,0,96,0,38,0,35,0,35,0,0,0,41,0,40,0,85,0,55,0,65,0,89,0,35,0,30,0,13,0,11,0,12,0,15,0,94,0,55,0,65,0,ACC,ACC,https://drop-assets.ea.com/images/63IBTgQo7jjk0Ny2g71yxn/0210a2f5caa5dd6da384ef7975aa7224/ACC.png,20,Clemson,https://drop-assets.ea.com/images/Hdi1J4jV9KOKMUekOmWRi/26d6376da376f469011ca707d4903cd4/Clemson.png,False,LE,LEDG,Left Edge,defense,Defense,cfb-26-national-championship,National Championship
20901,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/72.png?im=FaceCrop,padding=0.7",Arvell,Reese,76,83,94,Cleveland,Ohio,Eligible,8,Junior,93,0,87,0,85,0,87,0,81,0,95,0,43,0,81,0,36,0,37,0,55,0,37,0,55,0,82,0,43,0,89,0,88,0,71,0,88,0,59,0,36,0,36,0,44,0,56,0,70,0,43,0,94,0,64,0,60,0,53,0,36,0,97,0,79,0,55,0,97,0,55,0,52,0,60,0,0,0,43,0,43,0,87,0,52,0,37,0,89,0,24,0,24,0,24,0,24,0,24,0,36,0,90,0,57,0,77,0,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,72,Ohio State,https://drop-assets.ea.com/images/1dUQVKJBqNFYCpHzWMkzHV/a3d0913ebb0be4b2a7f1002af985cd98/OhioState.png,False,MLB,MIKE,Mike Backer,defense,Defense,cfb-26-national-championship,National Championship
2277,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/24.png?im=FaceCrop,padding=0.7",Brian,Parker II,77,145,94,Cincinnati,Ohio,Previous,53,Junior,81,0,77,0,73,0,93,0,90,0,92,0,36,0,46,0,46,0,36,0,50,0,31,0,33,0,62,0,22,0,42,0,47,0,88,0,91,0,32,0,48,0,38,0,34,0,93,0,32,0,25,0,94,0,94,0,96,0,92,0,29,0,37,0,49,0,35,0,34,0,91,0,93,0,89,0,0,0,30,0,32,0,74,0,32,0,38,0,36,0,23,0,36,0,37,0,33,0,28,0,34,0,85,0,37,0,32,0,ACC,ACC,https://drop-assets.ea.com/images/63IBTgQo7jjk0Ny2g71yxn/0210a2f5caa5dd6da384ef7975aa7224/ACC.png,24,Duke,https://drop-assets.ea.com/images/5lx8CaANozRy6dTODZgIW1/e715b67b4b5667c8bbf2294afa4d10df/Duke.png,False,RT,RT,Right Tackle,offense,Offense,cfb-26-national-championship,National Championship
